,caseid,person_id,arrest_date,dispos_date,treat,re_arrest,prior_arrests,age
10832,24143,12367,2012-07-24,2012-09-30,1,0,1,23.0
10833,89339,12367,2013-09-03,2013-10-13,1,0,3,24.0
10834,92179,12367,2012-10-20,2013-03-18,0,0,2,23.0
10835,24147,18411,2013-02-24,2014-01-29,1,1,4,38.0
10836,78754,18411,2013-09-12,2014-07-10,1,0,5,39.0
10837,24152,5902,2012-03-29,2012-04-16,0,0,1,20.0
10838,45548,5902,2012-06-13,2012-06-19,1,0,2,20.0
10839,94280,5902,2013-08-20,2013-10-16,0,0,3,21.0
10840,24156,16275,2013-08-12,2013-12-20,0,0,6,31.0
10841,24157,12093,2013-08-06,2014-05-17,1,1,5,29.0
10842,88190,12093,2013-10-26,2014-07-19,0,0,6,29.0
10843,24161,18140,2012-09-09,2012-11-13,1,0,4,19.0
10844,88377,18140,2013-01-15,2013-03-18,0,0,5,19.0
10845,24181,4022,2012-10-04,2013-02-24,0,0,3,34.0
10846,24185,8148,2012-11-13,2012-12-30,0,1,2,30.0
10847,45660,8148,2012-12-12,2014-05-28,0,1,3,30.0
10848,53864,8148,2013-01-10,2013-02-24,1,0,5,30.0
10849,59815,8148,2013-01-09,2014-08-21,1,1,4,30.0
10850,24189,16894,2013-06-21,2015-08-13,1,0,5,37.0
10851,24191,6764,2012-10-08,2013-11-20,1,0,8,43.0
10852,91702,6764,2012-05-13,2013-01-15,1,1,7,43.0
10853,24193,17205,2013-08-03,2013-09-20,1,0,1,20.0
10854,83107,17205,2012-07-20,2013-06-21,0,0,0,19.0
10855,24195,15880,2013-10-15,2013-11-21,1,0,5,27.0
10856,63673,15880,2012-12-27,2013-12-21,1,1,4,26.0
10857,24210,12674,2012-01-28,2014-03-19,0,1,4,33.0
10858,72724,12674,2013-02-19,2013-04-19,1,0,5,34.0
10859,24215,12225,2012-08-24,2013-06-27,0,0,4,24.0
10860,24220,14754,2013-10-18,2013-11-22,0,0,1,16.0
10861,88935,14754,2012-10-23,2012-11-24,0,0,0,15.0
10862,24224,17777,2013-04-16,2013-04-19,1,0,2,30.0
10863,64173,17777,2013-07-31,2013-12-28,1,0,3,31.0
10864,87161,17777,2012-11-20,2013-04-22,1,1,0,30.0
10865,96730,17777,2013-01-26,2013-04-17,0,1,1,30.0
10866,24227,14454,2012-03-17,2012-12-18,1,0,2,29.0
10867,24240,4527,2013-07-10,2014-06-10,1,0,1,28.0
10868,24247,11442,2012-07-13,2012-09-24,0,1,5,30.0
10869,70902,11442,2012-08-18,2012-10-30,0,0,6,30.0
10870,71628,11442,2013-04-01,2013-04-11,1,0,8,31.0
10871,85214,11442,2013-01-04,2013-03-19,1,0,7,30.0
10872,24253,6733,2013-02-06,2013-08-27,0,1,5,23.0
10873,71140,6733,2013-04-14,2013-09-23,1,0,6,23.0
10874,79211,6733,2012-02-19,2012-06-06,0,0,4,22.0
10875,24256,17487,2012-07-01,2012-08-06,1,0,4,25.0
10876,24258,16594,2012-01-11,2012-10-26,1,1,3,21.0
10877,51601,16594,2012-05-08,2013-01-26,1,0,4,21.0
10878,24263,4561,2012-01-15,2012-04-14,0,0,3,34.0
10879,47693,4561,2012-10-11,2012-12-06,0,0,4,35.0
10880,54040,4561,2013-02-15,2014-09-09,1,0,5,35.0
10881,24268,18851,2012-10-30,2012-12-16,1,0,4,24.0
10882,33541,18851,2012-02-05,2012-04-09,0,0,3,23.0
10883,34497,18851,2013-09-20,2013-09-26,1,0,5,25.0
10884,24269,15435,2013-02-06,2013-04-07,0,0,8,37.0
10885,41047,15435,2012-04-11,2013-04-06,1,1,7,36.0
10886,24271,16887,2012-03-04,2012-10-07,1,0,2,30.0
10887,96876,16887,2013-08-11,2013-10-21,1,0,3,31.0
10888,24274,3068,2012-12-17,2013-02-01,1,0,4,43.0
10889,24284,720,2012-10-30,2012-11-21,0,0,3,27.0
10890,24287,17789,2013-01-08,2013-01-12,0,0,3,34.0
10891,24298,14474,2012-01-18,2012-05-25,1,0,6,38.0
10892,75989,14474,2012-09-16,2012-10-02,1,0,8,39.0
10893,85629,14474,2012-09-06,2013-06-09,1,1,7,39.0
10894,24304,1739,2012-05-10,2013-01-03,0,1,3,37.0
10895,64936,1739,2012-11-03,2013-01-15,0,0,4,37.0
10896,24305,4564,2013-09-05,2013-10-15,0,0,3,23.0
10897,80385,4564,2012-05-29,2012-11-12,1,0,2,22.0
10898,24306,14660,2012-01-16,2012-06-09,1,1,2,32.0
10899,50510,14660,2013-02-23,2014-05-08,1,0,4,33.0
10900,89446,14660,2012-03-14,2012-08-14,1,0,3,32.0
10901,24309,10247,2012-06-15,2012-08-12,0,0,2,26.0
10902,24314,4442,2013-10-27,2013-12-02,0,0,4,25.0
10903,89852,4442,2013-04-04,2013-12-01,1,1,3,24.0
10904,24316,3485,2013-01-09,2013-02-24,0,0,2,31.0
10905,24322,10099,2012-11-09,2013-08-12,0,0,3,18.0
10906,53196,10099,2012-10-29,2012-11-22,1,1,2,18.0
10907,57183,10099,2012-02-18,2012-11-15,0,1,1,17.0
10908,24324,4677,2013-06-26,2013-12-30,0,0,4,24.0
10909,24325,8537,2012-09-26,2012-10-07,1,0,6,42.0
10910,24331,14869,2012-10-26,2012-12-30,1,0,3,27.0
10911,26787,14869,2013-09-03,2014-08-20,1,0,5,28.0
10912,51735,14869,2013-03-04,2013-04-15,1,0,4,27.0
10913,24335,4149,2013-01-21,2013-08-02,1,0,2,26.0
10914,24336,11934,2012-08-21,2014-03-19,0,0,3,36.0
10915,24337,12199,2013-09-29,2014-01-31,1,0,7,29.0
10916,91894,12199,2013-08-19,2013-11-03,1,1,6,29.0
10917,24340,15516,2013-10-24,2014-04-05,1,0,5,41.0
10918,45018,15516,2013-07-23,2013-12-04,0,1,4,41.0
10919,70039,15516,2013-05-27,2013-07-19,0,0,3,41.0
10920,24344,6204,2012-08-18,2014-02-28,0,1,6,33.0
10921,79259,6204,2013-07-02,2013-08-01,1,0,7,34.0
10922,24345,15086,2012-08-15,2013-03-20,0,0,1,19.0
10923,24348,11674,2012-05-22,2013-12-09,0,1,3,36.0
10924,97255,11674,2013-08-30,2013-12-21,1,0,4,37.0
10925,24352,18711,2012-05-18,2012-05-24,1,0,3,23.0
10926,24355,12189,2013-07-28,2014-02-23,0,0,2,30.0
10927,24363,3650,2012-05-23,2012-11-06,0,0,1,16.0
10928,24365,12873,2013-04-24,2013-08-13,1,0,1,17.0
10929,52525,12873,2013-03-02,2013-03-09,0,0,0,17.0
10930,24369,15152,2012-09-04,2012-09-30,1,0,4,34.0
10931,34648,15152,2012-03-31,2012-10-22,1,1,3,34.0
10932,56851,15152,2013-02-08,2013-11-30,1,0,5,35.0
10933,24377,2868,2012-04-24,2012-06-17,0,0,2,29.0
10934,24382,5097,2012-10-15,2013-02-07,1,0,2,30.0
10935,24384,9381,2013-06-09,2014-07-07,1,1,4,42.0
10936,78973,9381,2013-07-10,2014-03-05,1,0,5,42.0
10937,24389,4654,2012-08-20,2013-02-08,0,0,4,27.0
10938,84650,4654,2013-03-14,2013-06-01,1,0,5,28.0
10939,24393,7859,2012-07-11,2013-05-14,1,1,2,17.0
10940,41578,7859,2012-11-18,2012-12-18,0,0,3,17.0
10941,24394,8544,2013-06-02,2013-08-26,0,0,7,45.0
10942,43658,8544,2013-01-25,2013-05-09,1,0,6,45.0
10943,55784,8544,2012-02-10,2012-05-14,1,0,5,44.0
10944,24396,10213,2013-04-19,2014-07-30,0,0,1,18.0
10945,51865,10213,2012-06-25,2013-02-18,0,0,0,17.0
10946,24400,4207,2012-06-20,2013-09-11,1,0,4,32.0
10947,24403,4227,2013-05-26,2014-02-17,1,0,3,20.0
10948,24404,10130,2013-03-21,2013-06-12,1,0,4,29.0
10949,24408,5980,2012-11-17,2013-09-18,0,1,3,31.0
10950,26810,5980,2013-04-18,2013-05-12,1,0,5,31.0
10951,83246,5980,2012-12-07,2013-06-08,1,1,4,31.0
10952,24413,16914,2012-11-08,2013-07-30,0,1,0,20.0
10953,86278,16914,2013-05-28,2013-09-23,1,0,1,21.0
10954,24418,9596,2012-04-09,2013-09-09,0,1,3,30.0
10955,98809,9596,2012-08-30,2013-01-27,0,0,4,30.0
10956,24419,11476,2013-01-07,2013-02-22,1,1,1,21.0
10957,40582,11476,2013-02-02,2013-06-30,1,0,2,21.0
10958,24422,7084,2012-11-26,2013-02-04,1,0,7,39.0
10959,59953,7084,2013-04-25,2013-11-27,1,0,8,40.0
10960,88439,7084,2012-08-17,2012-11-03,0,0,6,39.0
10961,24424,8252,2013-10-19,2014-05-17,1,0,5,32.0
10962,24428,950,2013-02-25,2013-03-24,0,0,7,36.0
10963,48271,950,2013-04-20,2013-07-23,1,0,8,36.0
10964,97949,950,2012-11-26,2013-11-23,1,1,6,35.0
10965,99293,950,2012-07-24,2012-12-04,0,1,5,35.0
10966,24431,16857,2013-05-17,2013-12-19,0,0,5,33.0
10967,63582,16857,2012-08-25,2013-03-13,0,0,4,32.0
10968,24439,1560,2012-09-18,2013-01-07,0,0,3,25.0
10969,65561,1560,2012-01-07,2012-03-19,0,0,2,24.0
10970,24448,186,2013-07-17,2013-12-30,1,0,4,19.0
10971,29310,186,2012-03-24,2012-09-20,0,0,2,18.0
10972,99525,186,2013-02-01,2013-03-23,1,0,3,19.0
10973,24472,19829,2012-01-16,2013-04-08,0,0,3,18.0
10974,60157,19829,2013-10-08,2014-02-04,1,0,4,20.0
10975,24476,7406,2012-01-12,2012-02-05,1,0,4,24.0
10976,89376,7406,2012-06-09,2012-06-19,1,0,5,24.0
10977,24481,14314,2013-08-06,2014-09-21,0,0,5,36.0
10978,24486,11484,2012-03-19,2012-06-22,0,0,1,27.0
10979,24491,16274,2012-05-02,2012-08-17,1,0,2,24.0
10980,36782,16274,2013-06-28,2013-08-22,0,0,3,25.0
10981,24506,16964,2012-11-24,2014-05-09,1,1,3,26.0
10982,69628,16964,2013-05-11,2013-08-30,1,0,4,26.0
10983,24510,8026,2012-07-10,2013-01-10,1,0,7,41.0
10984,58189,8026,2012-01-09,2012-03-13,0,0,6,40.0
10985,24514,4254,2012-09-30,2012-10-03,0,0,0,25.0
10986,24521,4725,2013-03-17,2013-06-09,1,0,4,29.0
10987,87272,4725,2012-01-19,2012-12-30,1,0,3,28.0
10988,24526,15479,2012-12-27,2013-02-16,0,0,4,32.0
10989,24533,5641,2013-03-08,2016-01-28,1,0,5,35.0
10990,65269,5641,2012-07-01,2013-10-17,1,1,4,34.0
10991,24535,3736,2012-07-23,2012-08-04,0,0,3,25.0
10992,91642,3736,2012-12-09,2013-06-08,0,0,4,25.0
10993,24536,3505,2012-04-16,2012-06-26,0,0,2,16.0
10994,59130,3505,2013-08-21,2013-09-14,0,0,4,17.0
10995,71412,3505,2012-09-30,2013-12-22,0,1,3,16.0
10996,24537,4871,2012-05-17,2012-08-13,1,0,2,21.0
10997,24543,816,2013-08-09,2013-08-16,1,0,4,33.0
10998,51395,816,2013-04-07,2013-04-12,1,0,3,33.0
10999,24544,3693,2013-02-10,2013-10-08,0,0,2,29.0
11000,24545,19399,2012-08-12,2013-09-20,1,1,4,27.0
11001,30268,19399,2012-01-22,2012-04-10,1,0,3,26.0
11002,95190,19399,2013-01-25,2013-11-19,1,0,5,27.0
11003,24547,11414,2012-12-31,2013-06-11,0,0,0,23.0
11004,24549,6510,2012-03-21,2012-12-04,0,0,0,25.0
11005,28971,6510,2013-10-03,2016-01-07,1,0,2,27.0
11006,72015,6510,2013-07-11,2013-09-26,0,0,1,26.0
11007,24553,16411,2012-12-13,2014-11-14,0,1,4,30.0
11008,62652,16411,2013-06-01,2013-08-07,1,0,5,30.0
11009,24554,11508,2013-05-10,2014-07-16,0,1,7,37.0
11010,27372,11508,2013-09-18,2014-04-25,1,0,9,37.0
11011,37885,11508,2013-06-22,2014-08-15,1,1,8,37.0
11012,24558,294,2012-06-04,2012-06-18,0,0,2,31.0
11013,57822,294,2013-07-30,2014-03-02,1,0,4,32.0
11014,97851,294,2013-01-15,2013-05-19,0,0,3,32.0
11015,24579,5143,2012-01-09,2012-07-01,1,0,2,31.0
11016,24580,18666,2013-09-17,2014-04-27,1,0,5,30.0
11017,27836,18666,2013-07-28,2013-10-10,1,1,4,30.0
11018,63907,18666,2012-11-26,2013-08-28,0,1,2,29.0
11019,87339,18666,2013-04-17,2013-11-02,1,1,3,29.0
11020,24582,13940,2013-06-05,2013-08-30,1,0,4,29.0
11021,91254,13940,2012-12-23,2013-07-12,0,1,2,29.0
11022,96684,13940,2013-02-03,2013-02-06,1,0,3,29.0
11023,24601,11582,2013-03-23,2013-11-26,1,0,9,67.0
11024,96341,11582,2012-06-17,2013-05-04,1,1,8,66.0
11025,24604,9117,2012-05-20,2012-11-26,0,0,1,25.0
11026,24607,1791,2012-07-09,2014-01-18,1,1,9,50.0
11027,55046,1791,2012-12-20,2013-01-13,1,0,10,51.0
11028,93543,1791,2013-07-15,2013-10-22,1,0,11,51.0
11029,98365,1791,2012-05-22,2014-01-17,1,1,8,50.0
11030,24616,12925,2013-03-19,2013-03-22,1,0,5,30.0
11031,31356,12925,2012-10-08,2013-03-20,1,1,4,30.0
11032,70320,12925,2012-03-22,2013-02-05,1,1,3,29.0
11033,24622,2958,2012-06-21,2012-10-10,1,0,4,34.0
11034,67930,2958,2012-10-26,2014-10-03,1,1,5,34.0
11035,85320,2958,2013-06-25,2014-10-13,1,0,6,35.0
11036,24623,7327,2012-08-22,2013-10-18,1,0,6,44.0
11037,24630,17814,2013-08-28,2015-01-11,1,0,9,53.0
11038,57015,17814,2013-06-23,2014-04-20,1,1,8,53.0
11039,24642,10257,2012-03-06,2012-04-03,1,0,1,31.0
11040,24646,19359,2012-10-12,2013-04-16,0,0,3,32.0
11041,24647,3843,2013-05-17,2014-05-16,1,1,2,24.0
11042,76819,3843,2013-05-02,2013-09-06,1,1,1,24.0
11043,84734,3843,2013-09-12,2015-02-18,0,0,3,24.0
11044,24655,3472,2012-06-18,2012-12-16,1,0,6,30.0
11045,26698,3472,2012-01-13,2012-03-08,1,0,5,30.0
11046,43597,3472,2012-12-27,2013-01-07,1,0,7,31.0
11047,82410,3472,2013-09-27,2013-12-13,1,0,8,32.0
11048,24657,14900,2012-06-20,2013-01-31,0,0,5,26.0
11049,24665,8536,2012-04-21,2013-06-27,1,1,6,41.0
11050,36897,8536,2013-09-10,2014-01-17,0,0,8,42.0
11051,72795,8536,2012-06-20,2014-10-24,1,1,7,41.0
11052,24671,13760,2013-10-17,2013-12-07,1,0,2,17.0
11053,85146,13760,2013-01-17,2013-02-17,0,0,1,16.0
11054,24677,17116,2013-06-12,2013-07-29,1,0,1,12.0
11055,24678,14944,2013-04-28,2013-05-10,1,0,4,20.0
11056,53953,14944,2012-03-18,2012-06-24,0,0,3,19.0
11057,87422,14944,2013-10-09,2013-12-19,0,0,5,21.0
11058,24679,6045,2013-04-20,2013-05-12,0,0,2,31.0
11059,80002,6045,2013-10-07,2016-01-31,0,0,3,31.0
11060,24685,10489,2012-06-08,2013-07-14,1,1,7,35.0
11061,67247,10489,2013-07-14,2016-03-29,1,0,10,36.0
11062,77343,10489,2012-09-09,2013-02-21,1,0,9,35.0
11063,98375,10489,2012-08-05,2012-09-16,1,1,8,35.0
11064,24692,587,2013-05-01,2014-01-29,1,0,2,24.0
11065,24694,5394,2013-02-08,2013-07-13,1,0,8,51.0
11066,80166,5394,2012-10-12,2013-02-25,0,1,7,51.0
11067,24699,12111,2012-09-29,2012-10-06,0,0,2,33.0
11068,24703,17404,2012-07-28,2012-10-29,0,0,4,32.0
11069,35129,17404,2012-01-30,2012-10-10,0,1,2,31.0
11070,78322,17404,2012-03-04,2012-04-02,0,0,3,31.0
11071,24704,1846,2013-09-26,2014-05-15,0,0,2,25.0
11072,24707,9713,2012-09-19,2013-06-18,0,0,3,16.0
11073,76003,9713,2012-07-06,2012-12-21,0,1,2,16.0
11074,24712,3463,2012-08-19,2013-03-27,1,0,1,27.0
11075,24718,14079,2012-09-28,2013-01-03,0,0,3,26.0
11076,64851,14079,2013-01-05,2013-06-30,1,0,4,26.0
11077,24719,3302,2012-01-12,2012-11-14,0,1,1,23.0
11078,48269,3302,2012-09-14,2013-01-27,1,0,2,24.0
11079,24722,10861,2013-04-20,2013-06-12,1,0,4,32.0
11080,35230,10861,2012-09-17,2012-12-03,1,0,3,31.0
11081,24735,6821,2012-11-12,2012-12-31,0,0,5,32.0
11082,24743,14927,2012-05-18,2013-04-29,0,0,5,34.0
11083,44005,14927,2013-09-19,2015-05-17,1,0,7,35.0
11084,46754,14927,2013-09-01,2013-12-01,1,1,6,35.0
11085,24747,8646,2013-05-10,2014-02-03,0,0,2,29.0
11086,24749,10212,2013-03-06,2013-08-03,0,0,0,25.0
11087,24754,10108,2012-11-08,2013-04-08,0,0,3,21.0
11088,24756,13445,2013-10-10,2013-11-11,0,0,5,36.0
11089,92909,13445,2012-09-18,2013-03-15,1,0,4,35.0
11090,24762,12103,2013-02-19,2013-03-20,0,0,3,29.0
11091,27027,12103,2012-01-04,2012-04-25,0,0,2,28.0
11092,70726,12103,2013-09-18,2013-12-30,0,0,4,30.0
11093,24763,10909,2013-02-09,2013-05-22,0,0,4,24.0
11094,93042,10909,2013-01-11,2013-04-08,0,1,3,24.0
11095,24765,14979,2012-04-04,2012-10-26,1,0,8,38.0
11096,57858,14979,2012-01-29,2012-09-16,1,1,7,38.0
11097,24766,18396,2013-06-01,2015-03-12,0,0,4,34.0
11098,24769,15419,2013-02-08,2013-07-10,1,0,3,29.0
11099,24778,7592,2012-02-12,2013-06-04,0,1,0,18.0
11100,84506,7592,2012-05-30,2012-10-03,0,0,1,18.0
11101,88474,7592,2013-06-05,2014-01-09,0,0,2,19.0
11102,24786,14835,2012-09-10,2012-12-06,1,0,5,34.0
11103,24787,11090,2013-08-17,2013-10-03,0,0,1,21.0
11104,24789,5972,2013-06-24,2013-08-26,0,0,1,24.0
11105,24792,10650,2012-01-12,2012-06-01,0,0,1,23.0
11106,84378,10650,2012-08-25,2012-12-07,1,0,2,24.0
11107,24794,3083,2013-02-15,2014-01-01,1,0,7,36.0
11108,54626,3083,2012-06-09,2013-01-15,1,0,6,35.0
11109,60087,3083,2012-03-18,2012-07-14,0,1,5,35.0
11110,24797,15738,2012-12-17,2012-12-28,1,0,3,32.0
11111,38607,15738,2013-02-27,2013-09-20,0,0,4,32.0
11112,24800,6384,2013-10-03,2013-10-14,0,0,0,16.0
11113,24804,5538,2012-04-02,2012-09-23,1,0,3,37.0
11114,99587,5538,2013-02-05,2014-01-15,0,0,4,38.0
11115,24805,421,2013-04-15,2013-08-02,1,0,3,20.0
11116,26776,421,2012-02-23,2012-06-09,1,0,2,19.0
11117,24820,17040,2012-11-21,2013-06-30,0,0,3,25.0
11118,24827,1741,2012-06-30,2012-12-23,0,0,7,37.0
11119,84502,1741,2013-09-02,2015-11-03,0,0,8,38.0
11120,24830,4067,2013-09-29,2013-12-05,1,0,5,29.0
11121,55893,4067,2012-10-06,2013-12-10,0,1,4,28.0
11122,24847,10543,2012-03-10,2013-01-05,1,0,1,21.0
11123,67762,10543,2013-06-07,2013-07-06,0,0,2,22.0
11124,24849,16645,2012-03-19,2013-08-03,1,1,4,23.0
11125,27467,16645,2013-03-19,2013-03-20,1,0,6,24.0
11126,89563,16645,2012-03-26,2013-09-02,1,1,5,23.0
11127,24854,2280,2012-05-05,2013-01-06,0,1,4,27.0
11128,51318,2280,2012-11-23,2013-02-23,0,0,5,28.0
11129,24861,12922,2012-10-08,2012-12-23,1,1,4,29.0
11130,83590,12922,2012-10-22,2013-01-23,1,0,5,29.0
11131,24863,4670,2012-07-09,2012-09-03,0,0,1,17.0
11132,25380,4670,2013-10-08,2014-08-18,1,1,5,18.0
11133,49387,4670,2013-08-06,2013-12-31,0,1,3,18.0
11134,65558,4670,2013-09-13,2013-09-22,0,0,4,18.0
11135,87093,4670,2013-03-09,2013-05-08,1,0,2,18.0
11136,95880,4670,2013-10-17,2014-03-23,1,0,6,18.0
11137,24869,9220,2012-12-08,2013-03-27,0,1,4,22.0
11138,46668,9220,2012-04-01,2012-05-08,1,0,3,21.0
11139,94853,9220,2013-02-17,2013-03-08,1,0,5,22.0
11140,24871,3732,2012-12-28,2013-05-06,1,0,3,27.0
11141,33263,3732,2013-06-05,2014-04-09,0,1,4,27.0
11142,75423,3732,2013-07-24,2013-09-15,0,0,5,28.0
11143,24877,7237,2012-04-26,2012-12-11,1,1,1,27.0
11144,60873,7237,2012-06-10,2012-11-22,0,1,2,27.0
11145,74073,7237,2012-10-13,2013-03-04,0,0,4,27.0
11146,79505,7237,2012-09-17,2015-01-19,1,1,3,27.0
11147,24880,14471,2013-06-28,2014-03-13,1,0,6,35.0
11148,30904,14471,2013-02-11,2013-03-24,0,0,5,35.0
11149,24883,622,2013-02-14,2014-02-24,1,0,1,17.0
11150,24900,18897,2012-01-22,2013-04-23,0,1,5,44.0
11151,63071,18897,2012-11-24,2014-07-31,1,0,6,45.0
11152,24903,10473,2012-02-23,2012-04-05,1,0,4,41.0
11153,43911,10473,2013-07-10,2013-12-15,1,0,6,42.0
11154,62237,10473,2012-05-12,2012-07-18,0,0,5,41.0
11155,24906,10115,2012-03-23,2012-04-25,1,0,6,32.0
11156,72157,10115,2012-01-13,2012-04-10,0,1,5,32.0
11157,24908,1491,2012-02-15,2012-09-04,0,0,2,31.0
11158,24910,10431,2012-03-17,2012-11-24,0,0,4,25.0
11159,24915,18133,2013-10-09,2014-07-20,0,0,4,33.0
11160,40536,18133,2012-10-21,2013-06-12,1,0,3,32.0
11161,24921,10293,2013-07-09,2014-04-24,0,0,3,28.0
11162,24922,18089,2012-09-23,2013-07-04,1,0,1,33.0
11163,24933,5094,2012-07-09,2012-07-15,0,0,3,28.0
11164,73275,5094,2013-09-04,2014-01-21,1,0,4,29.0
11165,24942,19916,2012-11-19,2014-05-25,0,1,6,32.0
11166,98229,19916,2013-04-22,2014-02-09,1,0,7,32.0
11167,24945,1977,2013-01-27,2016-01-18,0,1,4,28.0
11168,43527,1977,2013-08-02,2013-10-12,0,0,5,29.0
11169,24953,11657,2012-06-29,2012-09-12,1,0,7,31.0
11170,64381,11657,2013-02-15,2013-12-15,1,1,8,32.0
11171,73283,11657,2012-04-09,2014-05-24,1,1,6,31.0
11172,95440,11657,2013-08-29,2013-10-13,1,0,9,32.0
11173,24959,3290,2013-06-11,2013-07-14,1,0,10,47.0
11174,56963,3290,2012-02-03,2012-10-29,1,1,7,46.0
11175,65997,3290,2012-07-09,2012-09-15,0,0,8,46.0
11176,80696,3290,2012-12-30,2013-01-18,1,0,9,47.0
11177,24972,12950,2012-09-07,2014-07-20,1,1,4,29.0
11178,81762,12950,2013-05-15,2014-06-21,1,0,5,30.0
11179,24983,6964,2013-06-13,2013-08-27,1,1,2,30.0
11180,32561,6964,2012-03-15,2012-08-03,0,0,1,29.0
11181,40631,6964,2013-07-16,2013-10-20,1,0,3,30.0
11182,24984,14114,2013-02-28,2013-08-05,0,0,4,39.0
11183,34635,14114,2013-08-17,2013-11-14,1,0,5,39.0
11184,24992,3572,2013-09-04,2014-07-03,0,0,6,26.0
11185,26953,3572,2013-08-15,2014-03-05,0,1,5,26.0
11186,31733,3572,2013-07-21,2014-01-11,1,1,4,26.0
11187,75961,3572,2012-01-04,2012-01-10,1,0,2,24.0
11188,81474,3572,2012-04-13,2012-08-27,0,0,3,24.0
11189,24996,12509,2012-11-11,2012-11-18,0,0,5,18.0
11190,27895,12509,2013-02-26,2013-11-11,1,1,6,19.0
11191,29839,12509,2012-05-29,2013-02-11,1,1,4,18.0
11192,36928,12509,2013-06-04,2014-03-25,1,0,7,19.0
11193,24997,13005,2013-09-10,2015-01-04,0,0,8,31.0
11194,29016,13005,2013-05-26,2014-03-19,0,1,6,31.0
11195,34131,13005,2013-08-04,2014-01-03,1,1,7,31.0
11196,25002,10357,2013-04-22,2013-12-26,1,0,3,28.0
11197,48316,10357,2012-10-28,2013-04-09,1,0,2,28.0
11198,25007,17719,2012-07-19,2012-10-21,0,0,3,30.0
11199,25010,10498,2012-06-16,2013-05-05,1,0,3,34.0
11200,61155,10498,2013-05-23,2013-08-31,1,0,4,35.0
11201,25020,12083,2013-09-01,2013-10-05,1,0,5,44.0
11202,25029,6743,2012-01-07,2012-04-22,1,0,10,63.0
11203,45245,6743,2013-07-02,2013-07-08,1,0,12,64.0
11204,72512,6743,2013-08-01,2013-09-10,1,0,13,65.0
11205,93483,6743,2013-05-12,2013-08-24,1,1,11,64.0
11206,25038,19696,2012-01-13,2012-04-03,0,0,3,34.0
11207,52222,19696,2013-01-06,2013-01-25,1,1,4,35.0
11208,72989,19696,2013-01-25,2013-12-24,1,0,5,35.0
11209,25042,18054,2012-06-06,2012-08-12,1,0,5,37.0
11210,58813,18054,2013-10-17,2014-02-09,1,0,6,38.0
11211,69580,18054,2012-05-30,2012-12-02,1,1,4,37.0
11212,25043,2317,2012-01-15,2013-06-07,0,0,2,24.0
11213,76474,2317,2013-10-11,2015-02-01,1,0,3,26.0
11214,25047,638,2012-10-07,2012-11-19,0,0,2,30.0
11215,25051,7448,2012-07-24,2012-11-28,0,0,1,14.0
11216,28605,7448,2013-04-11,2013-08-24,1,1,2,15.0
11217,69478,7448,2013-08-04,2014-03-20,1,0,3,15.0
11218,25064,14316,2012-12-12,2013-05-06,0,0,3,28.0
11219,25066,9699,2013-04-04,2013-10-01,1,0,5,29.0
11220,27558,9699,2012-01-19,2013-04-11,1,1,4,28.0
11221,25067,18706,2012-09-22,2012-11-16,1,1,4,33.0
11222,44677,18706,2013-08-23,2013-11-15,1,0,6,34.0
11223,84096,18706,2012-10-20,2013-02-26,0,0,5,33.0
11224,25069,11108,2012-05-19,2012-12-30,1,0,4,40.0
11225,25071,3408,2013-05-19,2013-10-24,1,0,9,33.0
11226,37589,3408,2012-10-16,2013-12-11,0,1,6,32.0
11227,70691,3408,2013-01-24,2013-02-24,1,0,8,32.0
11228,85899,3408,2012-12-02,2013-02-07,1,1,7,32.0
11229,25073,4197,2013-08-26,2014-11-16,1,0,2,27.0
11230,25083,14758,2012-11-09,2013-05-14,1,0,3,34.0
11231,39385,14758,2012-09-21,2013-03-22,0,1,2,34.0
11232,25086,8348,2012-04-29,2012-07-09,1,0,2,29.0
11233,42719,8348,2013-02-18,2014-09-14,0,0,4,30.0
11234,86135,8348,2013-01-23,2013-02-01,1,0,3,30.0
11235,25089,920,2012-12-17,2013-04-10,1,1,4,33.0
11236,77852,920,2012-07-14,2012-07-25,1,0,3,33.0
11237,98233,920,2013-03-27,2014-02-15,1,0,5,34.0
11238,25093,5012,2012-02-26,2012-05-14,0,0,6,35.0
11239,25094,15124,2013-10-23,2013-12-31,0,0,2,23.0
11240,78600,15124,2013-07-18,2013-08-29,0,0,1,23.0
11241,25097,1315,2013-01-16,2013-01-29,0,0,4,36.0
11242,76367,1315,2012-03-12,2012-09-10,0,1,2,35.0
11243,77038,1315,2012-05-21,2012-11-14,1,0,3,35.0
11244,25102,9607,2013-05-04,2013-07-04,1,1,4,33.0
11245,77863,9607,2013-05-23,2013-09-26,0,0,5,33.0
11246,25111,6777,2013-08-11,2013-10-06,0,0,3,21.0
11247,25123,6152,2013-07-28,2013-10-16,1,0,4,29.0
11248,45795,6152,2012-10-23,2013-05-05,1,0,3,28.0
11249,25126,969,2013-10-03,2014-06-14,1,0,3,21.0
11250,25135,12933,2012-08-31,2013-08-29,1,1,5,35.0
11251,43885,12933,2012-04-25,2012-07-01,0,0,3,35.0
11252,45865,12933,2012-07-03,2012-08-08,0,0,4,35.0
11253,99041,12933,2012-12-27,2013-06-21,1,0,6,36.0
11254,25136,10996,2013-08-31,2014-09-17,1,0,8,46.0
